stars,text
5,"I've always meant to order from  here, but I used to go to New Orleans so often that it's never been pressing issue. Finally, one day the cravings got to us, so we tried the place out.

The place was exceptionally easy to order from. They don't play 1,000 questions with you, which is nice. The menu is easy to find online if you don't have a paper copy. 

I admit, when I picked up our order and got it home, we were slightly dismayed at the quantity. We ordered two dishes for three people. We spend a lot of time in the Big Easy and have become accustomed to ordering from the locals' joints which cater to the service people. Large portions, cheap prices. 

Then we tasted it. We had the large trio (combination of a few things) and it was so good -- the flavors were great, the stuff was actually spicy, and I found I could love jambalaya (normally not a fan).  We also go a shrimp po'boy -- I was so excited that it tasted almost exactly at the one we get from our normal go-to place in the Quarter. 

While the quantity was less than we expected, the quality was superior to what we get at our little dive joints. You can definitely see they emphasize flavor and texture, rather than giving you a week's worth of food. That works for me -- we were all full off our dishes and very happy."
1,"DOWNHILL.  I've been eating at Luke's a few times a month since 1996.  Over the last few years, It's slowly been going downhill.  Their signature Italian Beef sandwiches are often served barely warm or cold.  The extremely hard crusted french bread used to be dipped in au ju (gravy) to soften them up and load the sandwich with flavor.  Now, no matter how you order it (extra gravy, wet, etc.) the sandwich comes out almost completely dry and is guaranteed to destroy the roof of your mouth.

I'm really disappointed to see a restaurant I've had so many good lunches wither away, but even their health inspections have made dining here risky at best.  http://www.maricopa.gov/envsvc/envwebapp/tabs/results.aspx?navigatedFrom=businessResultsDrillDown&mc_perm_id=11712&business=LUKE'S%20RESTAURANT&address=1602%20%20%20E%20%20INDIAN%20SCHOOL%20RD&permitid=SG13198

All this and their prices have been skyrocketing!  Save your money and your health and go somewhere else."
5,"Having dined at the Welcome Diner every week since Payton's arrival, I felt it was finally time to let yelpland know about my experiences. 

Also having been a fan of Digestif and Caffe Boa, during Patyon's residency, this is his best work, yet. I am floored by Payton's creativity and fresh-style every time I'm at the Welcome Diner.

I haven't had anything yet that left me wanting more. Each dish is well thought out and perfectly executed. Payton manages to capture the purity and freshness of the ingredients that so many chefs in town manage to murder. 

As excited as I am to have Payton around the corner from my house, I am even more excited and anxious to see what his next spot will deliver. It's only going up from here folks and if your not on the Curry train yet, get on. 

If you're one of those people who enjoys bland food and thinks that every restaurant needs a nice view, please stay out of our neighborhood and stop yelping about how Noca is in a strip mall. Phoenix is on it's way to being regarded as one of the top cities for dining and those narrow minded opinions are no longer welcome."
5,Best BBQ sandwiches in Phoenix.  The BBQ sauce is amazing.  I generally get the chicken sandwiches but my friends all swear by the pork.
1,"I've been here two different times, Once for a haircut and shave, another time for a ""trim"". The first time the haircut was great, however after the straight shave my neck bled for days on end and looked like I had been mauled by a bear. You would have thought that was warning enough to stay away but after a few months I decided to go get a neck trim. Bad Idea. Apparently when you tell someone your growing your hair out and to leave the top and sides alone, In Russian it mean to cut EVERYTHING and leave it a little longer than normal. Then when you do ask for it to be fixed they talk crap about you in Russian. Bad Business. I should have spend the extra time and gas driving to my regular barber at 19th and greenway."
1,I found them to be very unprofessional.  I will not use them ever again.
5,"This tiny museum is so cute and has a ton of artifacts!  Its free so thays a bonus and in walking distance from Union South. The dinosaurs, giant armidillo,  and mammoth are super to see and are quite rare so its splendid to see in Madison. If you have a few free minutes are youre close by, this is a great FREE time killer."
5,"Visited again recently.  This time I had the beef burrito.  Oh...my...god...it was GOOD!  Very good seasoning, Unlike my chicken chimi last time, no need to add anything to the beef burrito!

Also ordered was a pork (carnitas) burrito.  Use the green salsa from the salsa bar and it becomes really good too!

And we took tamales home.  Can you guess?  Yeah...they were really good!!

It's almost enough to make me wish I lived downtown."
1,"Absolute worst wings I've ever had, I'm 43, may be the first time I've ever asked for my money back. Soggy, and no sauce."
1,"Boy have they really gone downhill.  Tellers are still nice, but now they have ticky tack fees for everything just like you'd expect at a big bank.  And, paying a fee just for checking is not something I expect from a credit union, especially when there are banks out there now that offer TOTALLY FREE  CHECKING (Washington Federal, First Bank and my favorite Bank of Arizona to name a few.) Also, some of the more personalized services they used to offer, they just don't anymore (calling you with issues on the account, etc.) so why bank with a credit union (which has more limitations) when there are no additional benefits?  That's why I left."
5,"I love that I have a slice of Mexico in walking distance from my apartment.  I always get the exact same thing at La Tolteca.  Chicken enchiladas with rice and beans.  Green sauce.  No lettuce.  With a side of the tomatillo salsa.  I should probably try something nice, but if it ain't broke, then why try and fix it.

What's great about La Tolteca is that it is a to go place, a sit down restaurant, and a bakery.  It's festive and inviting inside even if the Van Buren surroundings sometimes aren't.  

So to summarize: authentic, affordable and delicious Mexican food."
5,"I love Culver's. This is fact.

The thing that makes this Culver's different from the rest is that they had offered Wisconsin-fare, i.e. Wisconsin Cheese Soup. Wow, was this fantastic! The facility was clean, the employees were very happy and the food was very tasty!

I'm glad that I can find quality fast-food, yet sit-down food across the nation!"
1,"Drea, thanks for posting your experience! I completely understand, as I had a very similar experience! I went this morning to use a $10 certificate that I had purchased for $4 through a daily deal.  I usually love discovering new places this way because it gives you a chance to spend less money at a new place and decide if you like it or not. And I've made the assumption that owners are happy to see customers with a coupon because it means the marketing they chose worked and new people are coming in.  You would THINK they would want to make a good first impression. But not the Coffee Lady! I came in and ordered an egg salad sandwich. She went to her fridge to get some egg salad and said ""The tuna and chicken are a lot more filling if you want that, but we are famous for our egg salad.""  I wasn't sure if she wanted me to change my order, or if she was just making conversation, but it seemed like an odd statement to me and I started doubting my order, but I didn't say anything.  The next thing I heard was ""Ah, this is kind of skimpy, let me add another egg.""  And when I looked over, I could see that the container she had pulled out with egg salad was nearly empty, which clearly meant she was using yesterday's leftovers (as it was 8 in the morning when I came in), and I was a bit disappointed that the egg salad isn't made fresh daily. She literally peeled and added an egg right into what was left. I was just surprised at how nonchalant she was. Then I ordered a latte, since I knew I had to use up my $10. The latte was good (nothing out of the ordinary) and she was very friendly to me while making my drink. But then it came time to pay...and when I pulled out my coupon she said ""Oh, one of THOSE....great, I have to start my day off with one of those, huh?"" WOW! Talk about poor customer service. If you don't want to get new customers into your store at a discount, then why did you agree to the deal???  Her attitude was a total turn off...So then she added up my two items and said ""OK, you're just under $10 but you do have to pay tax, which is $.84 and that doesn't include a tip either, if you care.""  (and this was as I was putting a cash tip in her jar, which she did NOT deserve, and I kicked myself for doing that, though CLEARLY she is hurting if she's that upset that I'm using a coupon, and VOICING that it doesn't include the tip). Then she had the gull to inquire if I lived nearby because she wanted me as a return customer. UNBELIEVABLE. I will NEVER go to this place again. Even if they HAD the best egg salad sandwiches or coffee in town, which they DON'T (and wouldn't you know, I ended up with an egg shell in my sandwich), I wouldn't go back.  
I do not like to be negative and truly do have better things to do with my time, but I don't appreciate being treated badly or differently for trying a new place on a budget."
1,"Cheese sticks were under cooked, the pizza was EXTREMELY greasy.  I mean, oil was literally dripping out of the crust. Gross. It also had kind of a funky aftertaste. Wings were okay. 

With so many options for good pizza in town, there is pretty much no reason to eat at pizza hut, even if it does save you a few bucks. Boo-urns."
5,"Dr. Killian is our family's favorite dentist, including my husband the dentalphobe, and our two young daughters. We appreciate the beautiful facility, private rooms, gentle hygienists and top notch dental care."
5,"Showed up last night (Thursday) for the line dancing lessons with Chandelle and was blown away.

Why I loved this spot:
- the bartender was SUPER FRIENDLY (and rocked a silver fox sign over her bar)
- Chandelle is an AWESOME teacher, she really made the line dancing lessons fun and engaging 
- the people at the bar were very warm and welcoming, a few people talked to me directly (many of you know this is not the norm in many cities)

Please note: when you first arrive, the exterior is nothing to get excited about but not to fear, once you enter... well, it is a standard country bar."
5,"Olbrich is a true gem in Madison. I looks like it belongs somewhere exotic and elite with a golden Thai temple (yes, REAL gold and REAL Thai) and a stunning rose garden. 

The indoor botanical garden is stunning, and there is a fun self-guided scavenger hunt that is entertaining for kids and adults.

They have really great events and yoga in the park, which I have been to and love. This is my favorite place to take people from out of town that has nothing to do with food."
5,"Solid 5. Totally chill attitude from the guys behind the counter serving up killer food. To start: an Old Fashion for me and a Candy Corn signature for the wife. We split not one but two orders of the bacon and cheese fries, and had the biscuit w chicken, gravy, and bacon. All fantastic. Go here anytime if you got a hankering for comfort food after a hangover or just because. We'll be back soon. And we're bringing friends."
1,"This does not exist.  It is now an unbelieveably soulless gay bar with the inventive name ""Bar One"".  That is all."
5,"I haven't been to Zoe's for probably a year but I always love it when I come! As I typically do, I recently had the grilled chicken plate which is grilled chicken with sauteed onions, and your choice of a side (I chose their rice-yummy) and their greek salad. The salad is always huge so I usually save it for its own meal later. Their salad comes with their signature vinaigrette which is soooooo good. We also got a pre-packaged side of their red potato salad which is good, itself, but I like to put the dressing on it, too. My husband got the tuna pita and thought it was awesome. My brother went for the mediterranean pita and raved about it, too. The food is fresh and you feel you are eating healthy. The prices are average for most places, nowadays and I think the grilled chicken plate at approx $7 is a pretty good deal when you can make two meals out of it. Oh yeah, their fountain lemonade was out when I went but my husband recommended I try their freshly squeezed limeade behind the counter. I am a huge fan of limes and this was absolutely delicious. Not too tart or too sweet, just perfect. Love, love, love Zoes."
5,"This place has saved me from dry nights on numerous occasions. The sign faintly resembles one of a Harley Davidson merch shop, but upon entry, your greeted with plenty of boozin' options. The vodka assortment is also pretty top notch. I've managed to score some unique domestics and imports. I've often been confused by the age of some of their patrons, but then I remember that this is also a bait shop, and that there is a rare few of today's use that actually go fishing. Ew... worms.

Anyway, the location of this place is another reason I'll continue to visit. For those who haven't been to Madison, 9 PM is when alcohol sales come to a screeching holt. If you're hanging out on the east side, the clock strikes 8:45, and you've realized that you started to sweat because you don't know if you can make it down Willy St. in time on a Friday night, don't worry. Just head a bit more east. 

Harley's may be a little out of the way of the party sector, but you're guaranteed a traffic-free, open road, complete with the freedom to change lanes. You'll have no problems getting here fast enough that you won't turn into a pumpkin."
5,Always friendly and knowledgable.  Glad he's just down the street!
1,"One of the few places in the area that will deliver.  I thought I would give it a shot.  I ordered a #2 12inch and a large coke.  With a 10% off coupon I had, the total was around $13.50 with tip everything came out to $16.00.  I begin thinking to myself, ""With a Subway and Dilly's Deli next to this place, they better step it up.""  They said it would take 45 minutes... no problem.  The sandwich came early... great!

The hot sandwich I ordered was cold and the bottom bread was totally soggy.  My biggest peeve in this world is soggy bread.  The quality of ham is disgusting.  It's slimy and tastes like ham flavoring.  I am not a ham snob by any means, but this is not edible.   For a sandwich that costs this much, they need to use better product.  I was starving when I ordered it.  I ate a few bites and now it's going in the trash.  

I predict that this place won't make it through the summer.  In the summer this place will have to rely on all the local business employees.  People like me who would order food everyday from the same place (if it's good) are the people they will have to rely on.  I know people in my office will never call this place again because they were grossed out by my sandwich and baffled by how much I spent on it.  

I get a limited time to eat lunch...I don't have time to call and complain, have them remake it and try to eat it again.  I'll pretend I just drank a $16.00 soda."
5,"Amazing Mexican food!! If you're in the mood for great Mexican food, look nowhere else. Chips and salsa are nice and spicy. Plus, this place is in the hood so that in itself enhanced my experience."
5,"I love this place!  The food is ALWAYS fabulous and healthy.  The art on the walls is changed out monthly and the staff always friendly.  A great place to chill with a book or the New Times over lunch, they are not open for dinner.  The Prince of Thai's Wrap, is the best and the pasta salad is the best I have ever had.  No mayo !  Also, you can get a ""frequesnt visitor"" card and after 9 meals get the 10th one free, which trust me, does not take long!  5 stars, always :)"
1,"I just resigned my lease earlier this month for another year. I really regret my decision to stay. In the year I have lived here I have had nothing but problems mostly with maintenance but lately with the leasing office. I've had maintenance in my apartment without permission and without living notice they were even there or that they fixed the problem. With the leasing office the lost one of my money orders from June and beginning of October I was made aware of a past due amount on my account. When the leasing office confirmed they did not cash that money order I was told I had to pay to retrieve my money and I was only offered sorry this was a mistake made from previous management. This place could care less about their residents, they have no clue how to run their office and the people who work there are constantly changing therefore no one knows what to do. I would never recommend this as a place to live to anyone."
5,"Dear Monty's,

I miss you so, so much out here in Boston. We've had quite the long-term relationship: from late-night pie after high school dances, to my stint as a busgirl/counter in the ever-important Sunday brunch rush, your old blue tshirts with ""World's Best Coffee"" on the back, to dinner before a show at the Barrymore, to my going back each time I'm in town to run into familiar faces. 

For years, Tim and Roma and a large posse have made this tiny former gas station a stalwart in the Madison dining scene. Monty's, you and the Barrymore have rejuvenated Atwood Ave. You, and your vegetarian comfort food, zucchini-potato pancakes, scrambled something-or-other, andes mint cheesecake, chocolate malts (don't ask how much ice cream goes into those, btw. but it's all from the Chocolate Shoppe), muffins, pumpkin bars. I could go on and on. And how. 

For all of you lucky enough to reside around this place, please take advantage. There's nothing like it anywhere else.

Sincerely,
Angelina"
5,Love this
1,"A buddy of mine wanted to go to brunch on Saturday. He suggested the PCG. I had never been, but had heard about it and wanted to try it. We got there about noon and the hostess sat us at table in the middle of the dining room. I looked over and the bar  was empty so we opted to move in there. First of all, the menu is eclectic. Check it out and you will see what I mean. I wanted brunch and this was not your typical brunch menu. The batender was great. He took a moment and gave us the lowdown on the menu. We both order and off he went. I ordered Carne asado tacos and my buddy ordered a burger with no bun. 30 minutes?? Really???? I was so hungry by the time the food got to our table that I would not have cared if it was cat food. I would have eaten it. Unfortunately, that's kinda what my tacos tasted like. $30 for two people for brunch. I got 2 tacos and an iced tea. No, I will not be back."
5,"Great place for old school Wisconsin supper club dining. Lots of food, small prices. No need for an appetizer when ordering entrees as they come with bread, cinnamon rolls, and relish tray. Great place!"
1,"BBQ Sauce is spectacular.  But the restaurant is horrible -- uncomfortable dining room, prices way too high to be a no-service, order at the counter place, sides are minuscule in tiny cups, and there's no bar, not even beer!  What's BBQ without beer to go with it?  

Prices are way over the top for Madison.

Stop by for some takeout pulled pork, or buy a bottle of exceptional BBQ sauce and do it yourself at home."
1,"Our reservation was set for 7:30pm on a Saturday, we arrived to a nearly empty establishment with outdated décor and senior citizen to match. That should've been red flag number one. We waited at the entrance for a few moments before we were greeted by whom I guess was the owner. He said he had been expecting us, sat us at our table and disappeared for the remainder of the evening.  Our waiter was odd; he seemed to be in a rush and irritated even though the place was empty. For starters we ordered the pasta trio sampler and the Oyster Rockefeller.  The only thing memorable about the sampler was the gnocchi which was as good as most yelpers mentioned. The Rockefeller may have been the worse I've ever had; the oysters were so tiny I could barely discern them in the heavily creamed spinach. I'm not sure how something so creamy can be so utterly bland and flat. For the entrée I had the Salmon which again was drowned in a weird sauce that covered the entire plate. The salmon was moist but the sauce was putrid. It tasted at least 3 days old. The sides were cold oven roasted potatoes which again were covered in that odd sauce. For the finale, I tried the Crème Brulee, again that was a mistake. It was ice cold and had chunks of pineapples in it which is not normal nor was it ever mentioned. The top of the brulee was not properly browned and didn't crack when my spoon hit it. I look forward to cracking my Crème Brulee, darn! Needless to say I will never be back here again."
1,"Stay as far away as you can from this place.  I have been twice and both times both of our entrees were cold.  The last time I came I should have known I was going to have a bad experience by the fact that the kitchen manager and floor manager were chit chatting on the floor the entire time I was there.  I ordered the Breast of Chicken Fettuccine.  It was possibly the worst pasta dish I have ever had.  The chicken was so dry I could not eat it.  It tasted like it was either boiled, reheated or a little of both.  The cold stale pasta and sauce did little to compliment it, so I picked the broccoli out and that was that.  I wonder how they are teaching servers nowadays because when I was still in the industry and two plates looked untouched we were taught to inquire about what was wrong.  I did not feel the need to complain because as I stated before the manager was obviously too busy hanging out nonchalantly to care about my awful dish.  I would stay away unless you are just of the greedy type that don't mind stale pasta because they will give you a heaping serving for around $10."
1,"I am honestly shocked by the good reviews but I guess I am glad others have a better experience here.

Hadn't been to this location in over 3 years due to mediocre service and food. Went today to see if anything has changed. Nope.

Gave us tots instead of fries. Made the Slush Floats were ordered weird... it's suppose to be a slush with ice cream inside UNBLENDED. If this is how they make them now... um... alright. They did not add my mom's petezel dog despite telling them the order repeatedly and when we pushed the button to correct this we were met with nothing but some rude guy. Pretzel dogs with bacon and cheese are suppose to have bacon bits. They gave us a big ole slice of bacon across the dog. Makes it harder to eat. Why I am not surprised that they are too lazy to cut up the bacon slices like in the picture.

Goodbye forever, Sonic."
1,"So this first experience started off with a huge cockroach in the bathroom. Almost couldn't even sit down to go. (yuck) ok on to the rest. The chips and salsa were good with a little bit of spice. The Numero 15 is a cheese enchilada with a chicken taco rice and beans. The only flavor at this restaurant was in the salsa. It was so bland. I don't know that it was worth the $3 parking validation we came for. My friend and I love Mexican so we picked it on our way elsewhere, my suggestion go elsewhere."
5,"This is the kind of place that I would visit all the time if I lived nearby. The concept is solid (order what you want and it's written on your brown paper bag, and you pay when they call your name). I chose the spinach salad, which was great quality bacon, feta, and sundried tomatoes on a bed of spinach with a creamy mustard poppy dressing. People were so friendly here, that's what really made it worth it. There were plenty of tables available at noon on a weekday."
5,"Power yoga class today. 
What great way to detox your body and find all the muscles and balance points you rarely use (you'll find them the hard way, BTW, but that's another story).
As I was lying on the mat at the end of the class, listening to Max (our instructor/Chief Yogi), telling us to just be and to try to not think...try not to eat or drink for an hour after the session and just let our bodies detox, all I could think of was ""what can I eat to retox as quickly as possible, that won't kill me where I stand?""
Not an easy question to ponder, even with the existential power of yoga still pulsating through every fiber of my being...a chili dog from Ted's or Long Wong's?; an Italian Beef  from Luke's; Chicken and waffles from Lolo's?
And then it hit me, almost causing me to stir from my yoga induced coma, Taco's de Juarez!!!!!
As anyone who has read even one of my reviews will tell you, I am a ""Trendinista"" of the first order. 
I follow the herd, make no mistake about it! 
Why?
Because, occasionally, the herd knows where it's going...and this is one of those very special occasions!
I had spotted this place before...on my way by at high speed, to get to Welcome Diner for a burger.
But since I wasn't packing, I never, ever stopped rolling, let alone got out of my car here. 
Yelp changed all that. This place has some terrific reviews, in spite of the fact that there isn't a Betos or Bertos in sight. 
Worth a try, right?
Taco's of Juarez is a delightfully dirty little gem...the proverbial diamond in a goat's ass. 
I sat down and the sweet little non-english speaking waitress brought chips and salsa...The Two Grinders (Los Dos Molino's) need to take salsa lessons from these folks...some of the best salsa I have had (the salsa verde is definitely the best I've had in the US...makes me long for couple of places along the beach in Bahia de Navidad).
In an effort to retox as quickly as possible, I ordered the number 16 lunch especial...a shredded beef gordita (""gordita"" means ""meat wrapped in lard, then deep-fried"" in Spanish) and a cerveza (ice, ice cold BTW).
Freakishly good...I know, it was almost pure lard that had been heated to point where it lost its molecular cohesion and liquefied...but it was damn tasty lard. I forked a little salsa chile and salsa verde onto the gordita (accompanied by refritos and rico) and dug in.
I awoke to shouts of ""clear"" as the feverish paramedics worked to restart my heart...just kidding! 
I am fine:) !!
So, go to the pawn shop and find yourself a nice little Sig Sauer 9mm pistol and holster, turn on the car alarm and go try Taco's of Juarez. Possibly the best Mexican food in town!
And now, another one on my list of favorite places to retox after I've detoxed!"
5,"You have NEVER tried mexican food till you've had it here (and I've been to mexico several times)....and if your gonna come and order tacos - then just go to taco bell!

The menu is extensive, I've tried EVERYTHING from tongue to intestines and I am SOOO not ""that"" kind of eater!  Delish each and every time! The wait staff is helpful and some of them have been there for years (speaks heavily on the quality of management...they must be as good to their workers as they are to their customers). 

You will not be disappointed....if you go for breakfast, you have to try the Machaca Chiliquilies......unforgettable!"
1,"Soooo disappointed - been going here for years for the guacamole salsa, and tonight we find it's no longer there.  On top of that, the shrimp burro which is my all-time favorite now comes full of green and red peppers and onions and very few shrimp.  The menu does not say anything about green and red peppers, and when we went back up to the counter, we were told the menu has changed even though the changes are not noted on the posted menu and they weren't happy that we didn't like the changes.  After all these years of going there - not again!!!!!"
1,"I work around the corner and go here sometimes for a quick lunch. I've never had a problem here until today. I walk in, order my flat bread, sit down and BAM! In my sandwich is a HUGE grasshopper just jammed in there with the head popping out! I didn't freak out outwardly just calmly walked over to the cashier and showed her my sandwich. She joked that it's just a ""little extra protein"" but would make me a new sandwich. News flash...this is AMERICA, nobody wants to eat that kind of ""protein"" at Subway! My stomach is still hurting from the sight and for my trouble was offered ""2 free cookies"". Great, thanks. All in all, I will never come back and probably would never eat at Subway again!"
1,"I spent the better part of seven years of my life as an automotive technician at a fairly large (20+ techs) dealership, and as such fully and completely appreciate the expertise, knowledge, and service that a dealership provides.

Whenever possible, I purchase parts and services from local dealerships.  Yes, I could save a ton of money on parts by buying items online, but as mentioned, I respect dealerships and understand the benefits of supporting local businesses.  

That said, this particular VW dealership (the Zimbrick on Century Avenue is only a VW dealer, BTW - no Acura any longer at this location) shocked me with their inability to comprehend a simple request for oil, an oil filter, and a fuel filter.

I called to check the price and availability for some common, everyday maintenance items for my VW Jetta.  My Jetta has the 1.9L BRM Diesel motor (""PD"" style), and as such has some unique requirements as identified by Volkswagen, specifically when it comes to oil.  VW mandates that you use their 505.01 approved oil in the BRM diesel motor.  Failure to do so may result in a voided or compromised warranty.

So imagine my shock when the parts guy told me to use ""any old oil"" while on the phone.  When I tried to correct him and request the 505.01 Castrol VW oil, he seemed to get a bit unnerved.

I then asked about a fuel filter, and despite having told him the make, model, year, and engine type of my VW on three separate occasions, he still misquoted my filter.  I then gave him my VIN, and he was still confused.  A few minutes later, he quoted me the correct filter, but at a price that was easily 2x higher than what I would pay from any other online VW parts dealer.

So, I declined to purchase anything from this local resource, and will now have to shop online with an out-of-the-area dealership.  I'm sorry, but my confidence was shaken immediately, and I was floored by the sky high price (they quoted $60 for the filter; everyone else is $25)."
5,"Authentic Indian in Madison, Wisconsin.  Score!"
5,"They remembered I ordered the Gruben every time I come here, impressive"
1,"If you've ever been to New Orleans and have therefore been spoiled by actual cajun food, this place is a guaranteed disappointment. My $12 shrimp po'boy had maybe 10 shrimp on it, something that is supposed to be a staple of cajun cuisine. The couple of small pickles, half of a tomato slice and soggy lettuce given as dressings for the sandwich were an embarrassment. I'm not sure what flavor the chips were, because there was no flavor. I think I could have had better at Long John Silver's, and I hate Long John Silver's."
5,"I love this place.  I love the ambiance, the food, and the drinks.  It's even better when they have a lounge singer in the background."
5,"Sounds of stirring, lunch
nears and my appetite waits
my neighbor enters.

Quick we drive to it
A simple place but look-busy!
Still no wait to sit.

Varied menu greets us
I choose the daily special
Food like its home-made.

Service is friendly.
Order comes quickly to you,
Owners always smile.

Soon it's time to go
my thoughts turn food away, but look
my wallet not empty."
1,"I don't usually come on Yelp to write explicitly negative reviews, but my experience at this dealership was so poor that I feel I need some sort of recourse, with a review seeming to be the most reasonable option. Please note that the problem was with the service department and I know nothing about the sales at this dealership. Now, I know better than to have service done at a dealership for the most part, but my only problem was a dead turn signal, which I figured would be a quick job; my old Hyundai used to take about 5 minutes and cost $3 for parts. I came in last week and the place was swamped, so it was recommended that I make an appointment and return. I did so for today, calling in the morning for a 1:30 appointment. When I showed up, I was told it would take about 2 hours because they were getting backed up, this despite the fact I had called ahead. When I repeated this fact, the manager-who seemed like he could not care less about my business on either occasion-said we could ""move things around"" to speed it up. In all I spent close to 1.5 hours there and my bill was $90 for a $5 part and maybe 20 minutes with of labor, as they need to disassemble an area to get to the bulb. By far the worst experience I've had with any car service and I would not return there with my business."
5,"Van Gogh Alive...amazing!  This was such a great way to view Van Gogh's art and be immersed in the music of that time.  $25 is a lot for an art exhibit, but upon leaving I felt it was entirely worth it.  I hope this is a trend to view other artist's work."
1,"So I came on here to ""Rag on Red."" Looks like a LOT of people beat me to it. After having a great brunch at St. Francis across the parking lot, my boyfriend and I decided to take a peek in. 

Well, first of all, I wasn't sure there was anyone there for a while. Which was fine, we just kept looking around and being goofy looking at all the cool old stuff that they have to offer. As we made our way through the store I found who I could only make out as a sales man sitting in front of some lady on a computer. 

They bothered themselves to greet us at that point. Never getting out of their seats at any point of our visit. (I've worked my way through college/law school doing retail, big no-no not greeting customers and making them feel un-welcomed).

Soooo... I was mindlessly walking around the furniture portion of the store when.......GASSSSSPPPP! I tapped on some of the furniture with my finger nail!!! You would have though I had taken a hammer to it with their reaction. I was admiring their selection and not reading all the little signs about not touching anything. Whatever.

I was annoyed with them not wanting me to touch anything but alas, its their store, if they don't want people to enjoy their products that's their business. 

What blew my top was when my boyfriend (who is very friendly and is always interested in what a business has to offer) asked them a question about a chair. An Egg Chair. You would have thought he sounded like a babbling idiot because their answers where so pretentious and condescending. He asked about other things they had in the store and they had the same cold attitude everyone else on here talks about.  

Anyway, I'm assuming that the majority of the their actual customers come from web sales because there is no way anyone I know would spend that kind of money on furniture when the sales staff is acting like they're doing you a favor by allowing you to breath in their precious vintage air."
5,"Been going here for years, but just made a big run as we have a new pup.   The prices are absolutely terrific."
1,"I would much rather write a positive review than a negative one, but my experience here was beyond unacceptable, so I felt I had the responsibility to report. 
I recently rented a lawn mower from this store. The employe I dealt with told me the $75 deposit would be refunded with cash upon return. 
I returned to find a different employe who informed me that the policy was actually refunding my card at days end. 
I explained that I was told differently, he offered neither apology nor explanation, just told me to check back tomorrow. 
No refund the next day. No refund the day after. In the meantime, I had a returned check at my bank due to funds not being there (thanks HD) and incurred a $35 fee. So I returned, was given the run around and demanded a manager. This guy was worse than his employees! Told me ""if you can't afford the deposit, maybe you should rent elsewhere!"" He then promised to refund my card that day and I left. Well well well, imagine my surprise when checking my account the next morning, I discovered not a credit, but another $75 charge! And with this, another $35 back fee! 
Needless to say, I angrily returned to speak with the HD manager, and he rudely informed me it was out of his hands and I had to call corporate headquarters. Thanks to the fraud department at my bank, I finally got my money back, but it took 4 weeks, and $70 in bank fees. The initial cost of rental was great, but due to misinformed employees and a careless manager, the experience cost me $70 extra, countless hours of my life, and a world of frustration. I have nothing positive to say about this place, and highly encourage anyone renting equipment to go anywhere else for higher quality products and customer service that would surely dwarf that of Home Depot"
5,"I'm basically an upbeat positive person...but some days I'm not my normal corky self. I arrived at Perry Monge flumoxed and in a bad mood--a special event meant that all nearby lots cost $12 for parking. Spending $12 for parking is spendy for a day in San Francisco...but in Phoenix for an hour? Please. I mentioned this to the poised woman at the check-in desk who said that next time I should park in the lot at their building where they validated parking. She then brough out a yummy iced tea for me to sip while filling out the new client form. I went to the bathroom, which featured a delightful scented candle, and then Sandy (?) brought me to the changing room and then my chair. A surprise: shortly after sitting down in the barber chair a woman brought me over to have my shampoo--and gave me a brief massage first. The massage/shampoo woman had a very positive energy to her. Marina cut my hair and, although she was not much of a talker, was upbeat and gave me a great cut. I've been looking for a great place in Phoenix and found it. No one will ever compare to my beloved Cid at Barbarella in San Francisco, but I do have a new favorite salon locally in the Valley of the Sun."
1,"Convenience was the only factor when choosing to come here for past car washes and, most recently, an oil change. There's something overwhelming about the amount of people that swarm your car the minute you pull up and repeatedly try to sell you additional services without your solicitation. 

One of the employees asked for my phone number and I asked why he needed it. ""In case we have to up-sell you or return your car,"" was his response. Reluctantly I gave it and sure enough I received a call while I was grocery shopping and waiting. The employee asked me if I wanted additional services after I already said no. I insisted ""no"" and he still persisted. Very frustrating.

After the carwash, there was oil all over the inside of my car and I had to ask the employee to wipe the writing off my windshield which obstructed my view. 

I will drive the distance for a better place in the future. Convenience is no longer worth the compromised service."
5,I visited Phoenix a few years ago for a gig (coming from LA). Had another musician friend who lived there turn me on to this place - awesome! Love the food and the divey ambience. If you're looking for fancy go somewhere else. If you're looking for authentic quality food this is the place. Absolutely delicious and I remember it still after 5+ years.
5,"The only reason that I do not shop more at Ranch Market is because of the distance.  Now that I have that out of the way...

Ranch Market is my favorite supermarket.  It is nothing but a fun experience everytime I go.  They have a vast selection of food, a great source of produce, and the best food that has ever been served in a grocery store. 

Sometimes, I go 15 miles out of my way, just to have some of their Carnitas tacos.  They are to die for!  Fresh meat, fresh tortillas, and a large selection of fabulous salsas makes for an incredibly delicious lunch.

Make sure you go over to the drink station and try some of their Horchata.  Horchata is a drink made out of almonds and rice... It is creamy and delicious.  If you are looking for something sweet, then go with their Hibiscus.  It will literally melt in your mouth.

Everyone who lives in Metro Phoenix needs to go to this place.  It's a true treat!"
5,"This has been my car wash since I lived in midtown off 3rd street and Thomas. They do a great job, and are very accommodating if they miss a spot. They tend to be somewhat expensive, but then again they are not scratching your car with machines. I used to get the side wash with my Audi because of some modifactions that kept it from being on the rails, and for $15 you couldn't get a better wash in town. 

I don't recommend their detail service, as they are not very complete, but for car washes A+"
